7;4;15;6;{100.0: 85145, 50.0: 43282, 75.0: 44588, 25.0: 2160};80.35792778649922;4.6734819412231445
7;4;15;7;{100.0: 147147, 50.0: 19266, 75.0: 58812};89.1948051948052;5.596987724304199
7;4;15;8;{100.0: 183537, 50.0: 4428, 75.0: 37260};94.88111888111888;5.744559288024902
7;4;15;9;{100.0: 161835, 50.0: 548, 75.0: 12792};98.01798201798202;4.561255931854248
7;4;15;10;{100.0: 102729, 75.0: 2352, 50.0: 24};99.42914228628514;2.643022060394287
7;4;15;11;{100.0: 47583, 75.0: 192};99.89952904238619;1.2481038570404053
7;4;15;12;{100.0: 15921, 75.0: 4};99.99372056514913;0.36255908012390137
7;4;15;13;{100.0: 3675};100.0;0.08025503158569336
7;4;15;14;{100.0: 525};100.0;0.011213064193725586
7;5;17;0;{0: 21};0.0;0.0006060600280761719
7;5;17;1;{0: 315, 25.0: 24, 50.0: 12, 100.0: 6};5.042016806722689;0.007714033126831055
7;5;17;2;{100.0: 142, 0: 1890, 25.0: 540, 50.0: 280, 75.0: 4};14.705882352941176;0.06854796409606934
7;5;17;3;{100.0: 1410, 50.0: 2640, 0: 5670, 25.0: 4380, 75.0: 180};27.73109243697479;0.34699535369873047
7;5;17;4;{100.0: 8269, 50.0: 13978, 75.0: 2308, 0: 8505, 25.0: 16920};42.454981992797116;1.4335711002349854
7;5;17;5;{100.0: 32859, 50.0: 45438, 75.0: 14148, 25.0: 32400, 0: 5103};57.16825191615108;3.837021827697754
7;5;17;6;{100.0: 94840, 50.0: 88552, 75.0: 49612, 25.0: 26892};70.43124942284607;5.8171961307525635
7;5;17;7;{100.0: 205416, 50.0: 93048, 75.0: 105084, 25.0: 4860};81.28342245989305;8.90687108039856
7;5;17;8;{100.0: 336444, 50.0: 44010, 75.0: 130056};89.32067932067932;10.831889867782593
7;5;17;9;{100.0: 412524, 50.0: 11298, 75.0: 86688};94.648292883587;10.784913063049316
7;5;17;10;{100.0: 373188, 50.0: 1692, 75.0: 33528};97.74049479931833;8.552440166473389
7;5;17;11;{100.0: 252228, 50.0: 108, 75.0: 7560};99.25200849570598;5.525485277175903
7;5;17;12;{100.0: 129072, 75.0: 876};99.83147104995844;2.6805572509765625
7;5;17;13;{100.0: 49944, 75.0: 36};99.98199279711885;1.0481698513031006
7;5;17;14;{100.0: 14280};100.0;0.289107084274292
7;5;17;15;{100.0: 2856};100.0;0.05874896049499512
7;5;17;16;{100.0: 357};100.0;0.007938146591186523
7;6;19;0;{0: 7};0.0;0.00045490264892578125
7;6;19;1;{0: 126, 25.0: 4, 50.0: 2, 100.0: 1};2.255639097744361;0.0028388500213623047
7;6;19;2;{100.0: 36, 0: 945, 25.0: 144, 50.0: 72};9.022556390977444;0.029495954513549805
7;6;19;3;{100.0: 453, 50.0: 882, 0: 3780, 25.0: 1644, 75.0: 24};19.5046439628483;0.15591001510620117
7;6;19;4;{100.0: 3209, 50.0: 5870, 75.0: 548, 0: 8505, 25.0: 9000};32.45245466607696;0.5964241027832031
7;6;19;5;{100.0: 15162, 50.0: 24684, 75.0: 4884, 25.0: 26460, 0: 10206};46.41751437417072;1.8287549018859863
7;6;19;6;{100.0: 51983, 50.0: 67586, 75.0: 23780, 25.0: 41472, 0: 5103};60.012952549440826;4.403646945953369
7;6;19;7;{100.0: 135348, 50.0: 115680, 75.0: 71556, 25.0: 30132};72.12261422787739;7.980790853500366
7;6;19;8;{100.0: 273240, 50.0: 112842, 75.0: 137160, 25.0: 5832};82.02803388561902;12.793370246887207
7;6;19;9;{100.0: 429096, 50.0: 55466, 75.0: 162084};89.44492040467273;14.447441101074219
7;6;19;10;{100.0: 519280, 50.0: 15462, 75.0: 111904};94.47812249669835;14.886308908462524
7;6;19;11;{100.0: 479160, 50.0: 2646, 75.0: 47268};97.51641547307182;15.44277286529541
7;6;19;12;{100.0: 340176, 50.0: 216, 75.0: 12324};99.0958731670806;8.715283155441284
7;6;19;13;{100.0: 188124, 75.0: 1800};99.76306311998484;4.022972822189331
7;6;19;14;{100.0: 81288, 75.0: 108};99.96682883679787;1.6669178009033203
7;6;19;15;{100.0: 27132};100.0;0.534642219543457
7;6;19;16;{100.0: 6783};100.0;0.13455581665039062
7;6;19;17;{100.0: 1197};100.0;0.023263216018676758
7;6;19;18;{100.0: 133};100.0;0.002640962600708008
15;0;15;0;{0: 1};0.0;8.106231689453125e-05
15;0;15;1;{100.0: 1, 50.0: 2, 25.0: 4, 12.5: 8};26.666666666666668;0.0004961490631103516
15;0;15;2;{100.0: 15, 50.0: 18, 75.0: 4, 62.5: 8, 25.0: 36, 37.5: 24};47.61904761904762;0.003113985061645508
15;0;15;3;{100.0: 105, 50.0: 114, 75.0: 48, 62.5: 72, 87.5: 8, 25.0: 4, 37.5: 104};63.73626373626374;0.013749837875366211
15;0;15;4;{100.0: 455, 75.0: 244, 50.0: 266, 62.5: 296, 87.5: 80, 37.5: 24};75.82417582417582;0.039237022399902344
15;0;15;5;{100.0: 1357, 75.0: 668, 87.5: 344, 50.0: 114, 62.5: 520};84.61538461538461;0.0839848518371582
15;0;15;6;{100.0: 2919, 75.0: 964, 87.5: 808, 50.0: 18, 62.5: 296};90.76923076923077;0.13723325729370117
15;0;15;7;{100.0: 4613, 75.0: 668, 87.5: 1080, 50.0: 2, 62.5: 72};94.87179487179488;0.17128586769104004
15;0;15;8;{100.0: 5375, 75.0: 244, 87.5: 808, 62.5: 8};97.43589743589743;0.1697559356689453
15;0;15;9;{100.0: 4613, 75.0: 48, 87.5: 344};98.9010989010989;0.1285841464996338
15;0;15;10;{100.0: 2919, 75.0: 4, 87.5: 80};99.63369963369964;0.07476687431335449
15;0;15;11;{100.0: 1357, 87.5: 8};99.92673992673993;0.03369712829589844
15;0;15;12;{100.0: 455};100.0;0.011249303817749023
15;0;15;13;{100.0: 105};100.0;0.0024971961975097656
15;0;15;14;{100.0: 15};100.0;0.0004010200500488281
15;1;17;0;{0: 15};0.0;0.0005319118499755859
15;1;17;1;{0: 45, 50.0: 28, 25.0: 56, 12.5: 112, 100.0: 14};21.96078431372549;0.010560989379882812
15;1;17;2;{100.0: 240, 50.0: 324, 25.0: 648, 12.5: 360, 75.0: 52, 62.5: 104, 37.5: 312};40.68627450980392;0.06597185134887695
15;1;17;3;{100.0: 1936, 50.0: 2180, 75.0: 756, 62.5: 1224, 25.0: 1672, 37.5: 2328, 87.5: 96, 12.5: 8};56.21568627450981;0.3204679489135742
15;1;17;4;{100.0: 9760, 50.0: 8092, 75.0: 4852, 62.5: 6512, 87.5: 1240, 25.0: 252, 37.5: 4992};68.72549019607843;1.1148970127105713
15;1;17;5;{100.0: 34360, 75.0: 17804, 50.0: 13452, 62.5: 18736, 87.5: 7064, 37.5: 1392, 25.0: 12};78.49062702003879;2.9082231521606445
15;1;17;6;{100.0: 89156, 75.0: 39712, 87.5: 23072, 50.0: 6356, 62.5: 27248, 37.5: 96};85.85003232062056;5.675858020782471
15;1;17;7;{100.0: 175044, 75.0: 52064, 87.5: 46720, 50.0: 1396, 62.5: 16496};91.17647058823529;8.872239828109741
15;1;17;8;{100.0: 262724, 75.0: 37552, 87.5: 59104, 50.0: 198, 62.5: 5072};94.85067873303167;11.7552649974823
15;1;17;9;{100.0: 301844, 75.0: 15944, 87.5: 45984, 62.5: 864, 50.0: 14};97.23981900452489;11.504903078079224
15;1;17;10;{100.0: 265180, 75.0: 4132, 87.5: 22344, 62.5: 64};98.68024132730015;9.723436117172241
15;1;17;11;{100.0: 178300, 75.0: 612, 87.5: 6728};99.46455505279035;6.330256938934326
15;1;17;12;{100.0: 91620, 87.5: 1160, 75.0: 40};99.83301012712778;2.9552488327026367
15;1;17;13;{100.0: 35612, 87.5: 88};99.96918767507003;1.6134300231933594
15;1;17;14;{100.0: 10200};100.0;0.5883498191833496
15;1;17;15;{100.0: 2040};100.0;0.10006999969482422
15;1;17;16;{100.0: 255};100.0;0.013810873031616211
15;2;19;0;{0: 105};0.0;0.008993864059448242
15;2;19;1;{0: 630, 50.0: 182, 25.0: 364, 12.5: 728, 100.0: 91};18.24561403508772;0.12642788887023926
15;2;19;2;{100.0: 1758, 0: 945, 50.0: 2580, 25.0: 5160, 12.5: 4704, 75.0: 312, 62.5: 624, 37.5: 1872};34.8203842940685;0.7880229949951172
15;2;19;3;{100.0: 16079, 50.0: 19270, 25.0: 23756, 12.5: 7672, 75.0: 5352, 62.5: 9120, 37.5: 19968, 87.5: 528};49.413730404442475;4.310887813568115
15;2;19;4;{100.0: 92552, 50.0: 89648, 75.0: 41496, 62.5: 60336, 25.0: 37140, 37.5: 77040, 87.5: 8432, 12.5: 336};61.871099316919754;17.599272966384888
15;2;19;5;{100.0: 375540, 50.0: 241368, 75.0: 190212, 62.5: 231456, 87.5: 60288, 25.0: 6948, 37.5: 115128};72.17430831981916;51.22685384750366
15;2;19;6;{100.0: 1138264, 50.0: 325984, 75.0: 562632, 62.5: 530880, 87.5: 253696, 37.5: 36864, 25.0: 540};80.4171844176267;110.36406993865967
15;2;19;7;{100.0: 2659516, 75.0: 1088892, 50.0: 165320, 62.5: 681248, 87.5: 691408, 37.5: 4344, 25.0: 12};86.77876818743692;200.10872983932495
15;2;19;8;{100.0: 4866624, 75.0: 1334352, 87.5: 1259760, 50.0: 44190, 62.5: 431040, 37.5: 144};91.49604781183729;283.16945695877075
15;2;19;9;{100.0: 7016216, 75.0: 990732, 87.5: 1530848, 50.0: 7678, 62.5: 154216};94.83788657163271;311.0800361633301
15;2;19;10;{100.0: 7972048, 75.0: 467232, 87.5: 1225936, 50.0: 858, 62.5: 33616};97.08150466664398;300.6791582107544
15;2;19;11;{100.0: 7132392, 75.0: 144804, 87.5: 654672, 62.5: 4200, 50.0: 42};98.49257381765122;239.7041049003601
15;2;19;12;{100.0: 5027960, 75.0: 28956, 87.5: 233600, 62.5: 224};99.30968068738967;155.73454880714417
15;2;19;13;{100.0: 2791556, 75.0: 3408, 87.5: 53896};99.73361274334295;87.50616502761841
15;2;19;14;{100.0: 1213464, 87.5: 7296, 75.0: 180};99.92161776991499;34.416470766067505
15;2;19;15;{100.0: 406540, 87.5: 440};99.98648582239913;11.290766954421997
15;2;19;16;{100.0: 101745};100.0;2.735038995742798
15;2;19;17;{100.0: 17955};100.0;0.4810171127319336
15;2;19;18;{100.0: 1995};100.0;0.05647420883178711
15;3;21;0;{0: 455};0.0;0.01570296287536621
15;3;21;1;{0: 4095, 25.0: 1456, 12.5: 2912, 50.0: 728, 100.0: 364};15.238095238095237;0.31128811836242676
15;3;21;2;{100.0: 7839, 0: 12285, 25.0: 24492, 12.5: 28392, 50.0: 12246, 37.5: 6864, 75.0: 1144, 62.5: 2288};29.82312925170068;3.258960008621216
15;3;21;3;{100.0: 80287, 50.0: 102950, 0: 12285, 25.0: 156620, 12.5: 92456, 37.5: 95888, 75.0: 22728, 62.5: 40176, 87.5: 1760};43.316202594398085;20.566050052642822
15;3;21;4;{100.0: 520221, 50.0: 557442, 75.0: 207024, 62.5: 320592, 25.0: 450528, 12.5: 102648, 37.5: 530928, 87.5: 33792};55.40257236497838;95.47017002105713
15;3;21;5;{100.0: 2391849, 50.0: 1968234, 75.0: 1137984, 62.5: 1525584, 87.5: 293088, 25.0: 522144, 37.5: 1413360, 12.5: 6552};65.8915226009432;322.3236291408539
15;3;21;6;{100.0: 8288036, 50.0: 4246760, 75.0: 4168868, 62.5: 4668064, 87.5: 1519424, 25.0: 114192, 37.5: 1684776};74.70778594838745;842.0180790424347
15;3;21;7;{100.0: 22408564, 50.0: 4993864, 75.0: 10548148, 62.5: 9119520, 87.5: 5229696, 37.5: 596232, 25.0: 11376};81.87648986720194;1870.032562971115
15;3;21;8;{100.0: 48221764, 75.0: 18381908, 50.0: 2663850, 62.5: 10724512, 87.5: 12503072, 37.5: 92376, 25.0: 468};87.5037043157344;3061.402476787567
15;3;21;9;{100.0: 83429428, 75.0: 21440788, 87.5: 21046208, 50.0: 813122, 62.5: 7002880, 37.5: 5720, 25.0: 4};91.75463994380063;3920.561842918396
15;3;21;10;{100.0: 116460248, 75.0: 16261988, 87.5: 24810640, 50.0: 165344, 62.5: 2787464, 37.5: 96};94.83140624670921;4595.935737848282
15;3;21;11;{100.0: 131148248, 75.0: 8286836, 87.5: 20308240, 50.0: 23472, 62.5: 718984};96.95200783521132;4452.889173984528
15;3;21;12;{100.0: 119055808, 75.0: 2920432, 87.5: 11641040, 62.5: 118872, 50.0: 1998};98.33195389647607;3688.2973997592926
15;3;21;13;{100.0: 87170080, 75.0: 710944, 87.5: 4695600, 62.5: 11256, 50.0: 70};99.16950099878008;2520.102705001831
15;3;21;14;{100.0: 51478804, 75.0: 114716, 87.5: 1313432, 62.5: 448};99.63516256705111;1400.8661007881165
15;3;21;15;{100.0: 24435940, 87.5: 243128, 75.0: 11052};99.8657195671791;640.9521009922028
15;3;21;16;{100.0: 9231555, 87.5: 26760, 75.0: 480};99.96257612356683;237.6028642654419
15;3;21;17;{100.0: 2721855, 87.5: 1320};99.99394089619653;68.09475302696228
15;3;21;18;{100.0: 605150};100.0;14.797871112823486
15;3;21;19;{100.0: 95550};100.0;2.3277459144592285
15;3;21;20;{100.0: 9555};100.0;0.2317948341369629
15;4;23;0;{0: 1365};0.0;0.043602943420410156
15;4;23;1;{0: 16380, 25.0: 4004, 12.5: 8008, 50.0: 2002, 100.0: 1001};12.753623188405797;0.9050989151000977
15;4;23;2;{100.0: 23829, 0: 73710, 25.0: 78156, 12.5: 104832, 50.0: 39078, 37.5: 17160, 62.5: 5720, 75.0: 2860};25.529832486354227;10.673528909683228
15;4;23;3;{100.0: 270661, 50.0: 370250, 0: 147420, 25.0: 629620, 12.5: 513968, 37.5: 298584, 75.0: 64944, 62.5: 118008, 87.5: 3960};37.86416482068656;76.75487804412842
15;4;23;4;{100.0: 1952538, 50.0: 2268300, 75.0: 681992, 62.5: 1110544, 0: 110565, 25.0: 2586960, 12.5: 1126944, 37.5: 2159472, 87.5: 89760};49.376892258879835;382.5743181705475
15;4;23;5;{100.0: 10042923, 50.0: 9602694, 75.0: 4378776, 62.5: 6317904, 87.5: 923376, 25.0: 5471220, 12.5: 963144, 37.5: 8230848};59.78496168754423;1441.3466820716858
15;4;23;6;{100.0: 39172857, 50.0: 27537630, 75.0: 19107756, 62.5: 23943384, 87.5: 5730000, 25.0: 5179788, 37.5: 17042616, 12.5: 78624};68.90542170045276;4307.270995140076
