31;15;{100.0: 231198885, 87.5: 25581112, 93.75: 30984560, 75.0: 2531692, 81.25: 9945872, 62.5: 16472, 68.75: 281328, 50.0: 2, 56.25: 272};97.42924236806329;6968.896400213242
31;16;{100.0: 247728255, 87.5: 18455880, 93.75: 28037776, 75.0: 948996, 81.25: 5303280, 62.5: 2328, 68.75: 63664, 56.25: 16};98.2326041280435;6729.75816822052
31;17;{100.0: 231198885, 87.5: 10722328, 93.75: 20765424, 75.0: 274112, 81.25: 2211408, 62.5: 208, 68.75: 10160};98.82173608536233;5762.231685876846
31;18;{100.0: 187893671, 87.5: 5013104, 93.75: 12565712, 75.0: 60644, 81.25: 718912, 62.5: 8, 68.75: 1024};99.24254462630437;4389.993413925171
31;19;{100.0: 132864109, 87.5: 1878160, 93.75: 6188224, 75.0: 10064, 81.25: 179920, 68.75: 48};99.5338736161873;2958.9735848903656
31;20;{100.0: 81617807, 87.5: 558104, 93.75: 2461472, 75.0: 1204, 81.25: 33728};99.72809294277593;1725.5830841064453
31;21;{100.0: 43437989, 87.5: 129024, 93.75: 780560, 75.0: 96, 81.25: 4496};99.85168705969596;880.3742458820343
31;22;{100.0: 19944095, 87.5: 22440, 93.75: 193152, 75.0: 4, 81.25: 384};99.92584352984798;393.77218890190125
31;23;{100.0: 7849925, 87.5: 2768, 93.75: 36016, 81.25: 16};99.96704156882133;151.77699089050293
31;24;{100.0: 2624591, 87.5: 216, 93.75: 4768};99.987640588308;49.864940881729126
31;25;{100.0: 735873, 87.5: 8, 93.75: 400};99.99646873951657;13.864124298095703
31;26;{100.0: 169895, 93.75: 16};99.99941145658609;3.189129114151001
31;27;{100.0: 31465};100.0;0.5977141857147217
31;28;{100.0: 4495};100.0;0.08644509315490723
31;29;{100.0: 465};100.0;0.008878946304321289
31;30;{100.0: 31};100.0;0.0006892681121826172
